date,customer,sales,no_of_products
2024-04-26,0010256747,1492.75,1
2024-05-02,0010256747,3783.5,3
2024-05-09,0010256747,10475.5,3
2024-05-16,0010256747,3745.0,2
2024-05-23,0010256747,5237.75,3
2024-05-30,0010256747,7086.5,7
2024-06-06,0010256747,9021.25,3
2024-06-11,0010256747,9691.0,5
2024-06-20,0010256747,9691.0,6
2024-06-28,0010256747,66644.75,6
2024-08-26,0010256747,7376.25,3
2024-09-05,0010256747,5230.75,3
2024-09-09,0010256747,11352.25,5
2024-09-19,0010256747,10475.5,4
2024-09-26,0010256747,7187.25,4
2024-10-03,0010256747,1485.75,1
2024-10-10,0010256747,2940.0,2
2024-10-17,0010256747,7567.0,2
2024-10-24,0010256747,2794.75,3
2024-10-31,0010256747,13156.5,4
2024-11-07,0010256747,2824.75,2
2024-11-14,0010256747,7924.75,8
2024-11-20,0010256747,5771.75,4
2024-11-26,0010256747,5911.0,5
2024-12-05,0010256747,2794.75,2
2024-12-12,0010256747,15176.25,12
2024-12-26,0010256747,4317.5,3
2023-01-03,0010275706,1503.0,1
2023-02-01,0010275706,4294.5,5
2023-02-18,0010275706,668.0,1
2023-02-28,0010275706,359.5,1
2023-03-02,0010275706,13756.0,6
2023-03-03,0010275706,67876.0,12
2023-03-04,0010275706,194.5,1
2023-03-07,0010275706,-458.5,1
2023-04-03,0010275706,1834.0,1
2023-05-09,0010275706,389.0,1
2023-05-17,0010275706,1165.5,1
2023-05-18,0010275706,1942.5,1
2023-06-01,0010275706,54262.5,9
2023-06-05,0010275706,5415.0,2
2023-06-06,0010275706,-1083.0,1
2023-06-07,0010275706,41595.0,5
2023-06-09,0010275706,5415.0,1
2023-06-21,0010275706,1167.0,1
2023-07-26,0010275706,3885.0,1
2023-08-17,0010275706,5470.0,2
2023-08-29,0010275706,2424.0,1
2023-09-05,0010275706,1818.0,1
2023-09-11,0010275706,52210.5,5
2023-10-19,0010275706,18050.0,2
2023-11-22,0010275706,45330.75,4
2023-11-28,0010275706,5827.5,1
2023-12-21,0010275706,23197.5,5
2024-01-16,0010275706,11913.0,2
2024-02-29,0010275706,44066.0,6
2024-03-04,0010275706,206.0,1
2024-04-24,0010275706,1780.0,1
2024-05-06,0010275706,2493.0,1
2024-05-08,0010275706,831.0,1
2024-05-16,0010275706,2493.0,1
2024-05-21,0010275706,356.0,1
2024-05-28,0010275706,33012.25,7
2024-06-04,0010275706,3857.5,2
2024-06-06,0010275706,3272.5,1
2024-06-20,0010275706,12613.5,3
2024-07-09,0010275706,2870.25,1
2024-07-11,0010275706,9661.25,2
2024-07-18,0010275706,6004.5,2
2024-07-23,0010275706,6531.5,2
2024-07-25,0010275706,2265.0,2
2024-07-29,0010275706,2265.0,2
2024-07-30,0010275706,10372.0,2
2024-08-07,0010275706,4155.0,1
2024-08-14,0010275706,1693.75,2
2024-08-20,0010275706,16844.0,3
2024-08-22,0010275706,1693.75,2
2024-09-10,0010275706,1913.5,1
2024-09-18,0010275706,16164.0,4
2024-09-24,0010275706,412.0,1
2024-10-01,0010275706,3560.0,1
2024-10-03,0010275706,3482.5,1
2024-10-09,0010275706,2870.25,1
2024-10-15,0010275706,1662.0,1
2024-10-21,0010275706,3927.0,1
2024-10-24,0010275706,2870.25,1
2024-11-07,0010275706,8736.5,2
2024-11-14,0010275706,5091.0,3
2024-11-18,0010275706,6545.0,1
2024-11-26,0010275706,3827.0,1
2024-12-04,0010275706,1804.25,2
2024-12-09,0010275706,956.75,1
2024-12-16,0010275706,6840.05,5
2024-12-17,0010275706,15872.5,5
2023-01-01,0010279505,5796.25,6
2023-01-04,0010279505,552.75,1
2023-01-06,0010279505,1043.75,1
2023-01-09,0010279505,540.0,1
2023-01-10,0010279505,299.5,1
2023-01-11,0010279505,768.0,1
2023-01-12,0010279505,424.5,1
2023-01-13,0010279505,540.0,1
2023-01-16,0010279505,1024.0,1
2023-01-18,0010279505,299.5,1
2023-01-23,0010279505,1505.0,2
2023-01-26,0010279505,2560.0,2
2023-01-27,0010279505,986.25,2
2023-02-01,0010279505,849.0,2
2023-02-02,0010279505,1024.0,1
2023-02-07,0010279505,2648.5,5
2023-02-08,0010279505,1024.0,1
2023-02-10,0010279505,1896.0,2
2023-02-14,0010279505,720.0,1
2023-02-17,0010279505,1280.0,1
2023-02-20,0010279505,4991.25,5
2023-02-23,0010279505,1043.75,1
2023-02-24,0010279505,149.75,1
2023-02-27,0010279505,869.75,2
2023-02-28,0010279505,1536.0,1
2023-03-02,0010279505,323.5,1
2023-03-03,0010279505,1106.0,1
2023-03-06,0010279505,1689.5,2
2023-03-08,0010279505,839.0,2
2023-03-13,0010279505,361.0,2
2023-03-14,0010279505,458.5,1
2023-03-16,0010279505,3965.0,4
2023-03-17,0010279505,597.75,1
2023-03-20,0010279505,917.0,1
2023-03-21,0010279505,1267.75,2
2023-03-24,0010279505,613.25,2
2023-03-27,0010279505,68295.0,16
2023-03-31,0010279505,677.25,1
2023-04-04,0010279505,677.25,1
2023-04-24,0010279505,451.5,1
2023-05-01,0010279505,451.5,1
2023-05-22,0010279505,323.5,1
2023-05-24,0010279505,451.5,1
2023-05-30,0010279505,451.5,1
2023-06-08,0010279505,451.5,1
2023-06-15,0010279505,323.5,1
2023-06-16,0010279505,451.5,1
2023-06-27,0010279505,458.5,1
2023-06-28,0010279505,903.0,1
2023-06-30,0010279505,10252.5,3
2023-07-06,0010279505,458.5,1
2023-07-10,0010279505,903.0,1
2023-07-14,0010279505,903.0,1
2023-08-02,0010279505,1516.5,2
2023-08-03,0010279505,1375.5,1
2023-08-04,0010279505,647.0,2
2023-08-08,0010279505,0.0,2
2023-08-14,0010279505,1769.25,2
2023-08-15,0010279505,11613.0,1
2023-08-16,0010279505,1106.0,1
2023-08-29,0010279505,161.75,1
2023-09-01,0010279505,2212.0,1
2023-09-05,0010279505,2355.0,2
2023-09-12,0010279505,2212.0,1
2023-09-18,0010279505,458.5,1
2023-09-22,0010279505,475.75,2
2023-09-25,0010279505,876.5,2
2023-09-26,0010279505,1167.0,2
2023-09-29,0010279505,19294.5,10
2023-10-02,0010279505,8352.75,4
2023-10-05,0010279505,9954.0,3
2023-10-09,0010279505,225.75,1
2023-10-13,0010279505,485.25,1
2023-10-31,0010279505,1382.5,1
2023-11-13,0010279505,2264.5,2
2023-11-29,0010279505,458.5,1
2023-11-30,0010279505,42390.0,15
2023-12-27,0010279505,458.5,1
2024-01-09,0010279505,458.5,1
2024-01-11,0010279505,620.25,2
2024-01-16,0010279505,458.5,1
2024-01-18,0010279505,438.25,2
2024-01-26,0010279505,1106.0,1
2024-01-30,0010279505,1961.75,3
2024-02-06,0010279505,4245.75,4
2024-02-08,0010279505,3175.25,3
2024-02-15,0010279505,620.25,2
2024-02-20,0010279505,398.5,1
2024-02-29,0010279505,9652.0,10
2024-03-07,0010279505,1377.5,1
2024-03-12,0010279505,591.5,1
2024-03-19,0010279505,4697.75,5
2024-03-21,0010279505,5329.0,4
2024-03-26,0010279505,5754.0,6
2024-03-27,0010279505,1478.75,1
2024-04-02,0010279505,356.0,1
2024-04-10,0010279505,1819.0,2
2024-04-12,0010279505,887.25,1
2024-04-16,0010279505,11600.75,10
2024-04-23,0010279505,356.0,1
2024-04-24,0010279505,-1102.0,1
2024-04-25,0010279505,1478.75,1
2024-04-30,0010279505,495.25,1
2024-05-02,0010279505,782.5,2
2024-05-07,0010279505,7502.5,5
2024-05-14,0010279505,1031.0,2
2024-05-21,0010279505,2766.5,4
2024-05-28,0010279505,2869.0,4
2024-06-04,0010279505,25265.5,17
2024-06-25,0010279505,782.5,3
2024-07-02,0010279505,2145.0,3
2024-07-09,0010279505,27084.5,17
2024-07-23,0010279505,712.0,1
2024-07-30,0010279505,27084.5,17
2024-08-07,0010279505,509.0,2
2024-08-13,0010279505,534.0,2
2024-08-27,0010279505,178.0,1
2024-08-28,0010279505,712.0,1
2024-09-03,0010279505,26944.75,16
2024-09-19,0010279505,1683.75,1
2024-10-01,0010279505,3754.75,7
2024-10-17,0010279505,1068.0,2
2024-10-22,0010279505,11978.5,14
2024-11-07,0010279505,241.5,1
2024-11-12,0010279505,597.5,2
2024-11-19,0010279505,8108.75,6
2024-11-25,0010279505,16908.25,10
2024-11-26,0010279505,7432.0,7
2024-12-12,0010279505,295.75,1
2024-12-17,0010279505,7177.0,7
2024-12-26,0010279505,356.0,1
2023-03-06,0010280758,2391.0,1
2023-03-08,0010280758,2751.0,1
2023-03-13,0010280758,12639.0,2
2023-03-15,0010280758,10257.0,2
2023-04-18,0010280758,1839.5,2
2023-04-19,0010280758,23092.5,2
2023-06-01,0010280758,10908.0,1
2023-06-08,0010280758,7272.0,1
2023-06-13,0010280758,534.0,1
2023-07-03,0010280758,5835.0,1
2023-07-31,0010280758,2772.0,2
2023-08-02,0010280758,3030.0,1
2023-08-21,0010280758,1386.0,2
2023-08-30,0010280758,4500.0,1
2023-09-03,0010280758,25908.0,3
2023-09-26,0010280758,86301.0,3
2023-10-06,0010280758,5180.0,1
2023-10-16,0010280758,5180.0,1
2023-10-25,0010280758,9393.0,1
2023-11-01,0010280758,9712.5,1
2023-11-17,0010280758,3459.0,2
2023-11-20,0010280758,1942.5,1
2023-11-30,0010280758,5518.5,2
2023-12-06,0010280758,5518.5,2
2023-12-07,0010280758,5637.0,1
2024-01-16,0010280758,11655.0,2
2024-01-19,0010280758,5180.0,1
2024-01-23,0010280758,647.5,1
2024-01-25,0010280758,1068.0,1
2024-03-25,0010280758,8773.5,3
2024-04-15,0010280758,3465.0,1
2024-04-29,0010280758,3465.0,1
2024-05-06,0010280758,6930.0,1
2024-05-13,0010280758,1413.0,2
2024-05-20,0010280758,986.5,1
2024-05-27,0010280758,4451.5,2
2024-06-03,0010280758,6823.75,3
2024-06-10,0010280758,986.5,1
2024-06-17,0010280758,3065.5,2
2024-06-24,0010280758,2239.0,2
2024-07-08,0010280758,5784.25,3
2024-07-10,0010280758,986.5,1
2024-07-15,0010280758,2505.5,2
2024-07-16,0010280758,3396.25,3
2024-07-22,0010280758,6474.25,3
2024-08-05,0010280758,4476.5,4
2024-08-08,0010280758,1723.5,3
2024-08-12,0010280758,5050.0,5
2024-08-19,0010280758,6156.5,9
2024-08-28,0010280758,6775.0,6
2024-09-10,0010280758,18230.25,8
2024-09-12,0010280758,426.5,1
2024-09-17,0010280758,9241.75,8
2024-09-23,0010280758,8584.0,4
2024-09-30,0010280758,4895.0,3
2024-10-07,0010280758,7170.25,5
2024-10-14,0010280758,2337.0,4
2024-10-21,0010280758,5111.0,3
2024-10-23,0010280758,1347.75,3
2024-10-28,0010280758,3658.0,4
2024-11-04,0010280758,14952.25,8
2024-11-18,0010280758,6822.25,6
2024-12-03,0010280758,2675.75,2
2024-12-09,0010280758,14669.5,7
2024-12-17,0010280758,6907.0,4
2024-12-29,0010280758,551.0,1
2023-01-24,0010281647,5600.5,3
2023-02-14,0010281647,6545.6,2
2023-02-23,0010281647,19306.8,7
2023-03-02,0010281647,492609.9,23
2023-03-03,0010281647,4118.1,1
2023-03-07,0010281647,5921.5,2
2023-03-31,0010281647,57970.2,5
2023-04-11,0010281647,161.75,1
2023-06-01,0010281647,184092.3,14
2023-06-07,0010281647,21483.0,3
2023-06-09,0010281647,72494.1,3
2023-06-23,0010281647,74538.0,2
2023-06-29,0010281647,8845.5,4
2023-07-13,0010281647,19131.0,2
2023-08-03,0010281647,42420.0,1
2023-08-15,0010281647,4662.0,1
2023-08-23,0010281647,1444.0,1
2023-08-24,0010281647,8247.0,3
2023-08-29,0010281647,3906.0,1
2023-08-30,0010281647,119784.0,3
2023-09-01,0010281647,6447.0,4
2023-09-05,0010281647,452036.4,17
2023-09-12,0010281647,1165.5,1
2023-11-15,0010281647,269757.3,11
2023-03-15,0010292670,49557.25,5
2023-03-21,0010292670,4668.0,1
2023-06-12,0010292670,42089.5,5
2023-07-18,0010292670,11351.5,3
2023-09-19,0010292670,27121.0,6
2023-09-25,0010292670,11298.0,3
2023-09-29,0010292670,29937.5,6
2023-11-30,0010292670,2679.0,3
2024-01-23,0010292670,32694.0,7
2024-02-20,0010292670,5300.25,5
2024-03-26,0010292670,22098.25,4
2024-04-17,0010292670,9832.25,4
2024-05-07,0010292670,33468.7,6
2024-06-03,0010292670,15233.5,5
2024-07-22,0010292670,8181.25,1
2024-07-29,0010292670,17011.25,3
2024-07-30,0010292670,-6545.0,1
2024-07-31,0010292670,-654.5,1
2024-08-26,0010292670,20249.25,4
2024-09-04,0010292670,13090.0,1
2024-09-24,0010292670,13820.45,3
2024-10-01,0010292670,-9895.2,1
2024-10-09,0010292670,9895.2,1
2024-10-21,0010292670,19726.75,5
2024-10-28,0010292670,6616.75,1
2024-12-11,0010292670,-13581.75,1
2023-01-05,0010309856,28687.0,5
2023-01-12,0010309856,10352.5,2
2023-01-19,0010309856,10352.5,2
2023-01-23,0010309856,3494.0,1
2023-01-26,0010309856,17617.5,2
2023-01-27,0010309856,4606.25,1
2023-02-02,0010309856,1107.5,2
2023-02-09,0010309856,21197.5,2
2023-02-21,0010309856,5527.5,1
2023-02-23,0010309856,1670.0,1
2023-03-07,0010309856,211615.5,20
2023-03-09,0010309856,1516.5,1
2023-03-28,0010309856,3438.0,2
2023-03-30,0010309856,27504.0,2
2023-05-04,0010309856,505.5,1
2023-05-30,0010309856,505.5,1
2023-06-29,0010309856,31444.5,4
2023-08-10,0010309856,2426.25,1
2023-08-17,0010309856,4720.0,1
2023-08-21,0010309856,2166.0,1
2023-09-05,0010309856,149986.5,6
2023-09-29,0010309856,34380.0,1
2024-01-18,0010309856,11460.0,1
2024-02-13,0010309856,4584.0,1
2024-02-27,0010309856,119091.5,6
2024-02-29,0010309856,198168.0,12
2024-06-20,0010309856,346.5,1
2024-07-24,0010309856,1780.0,1
2024-09-23,0010309856,11786.25,1
2024-12-17,0010309856,178.0,1
2024-01-18,0010314551,606.0,1
2024-01-30,0010314551,3113.0,4
2024-02-08,0010314551,194.25,1
2024-02-16,0010314551,1212.0,1
2024-02-27,0010314551,300.5,1
2023-03-15,0010320632,20705.5,6
2023-05-08,0010320632,6840.0,1
2023-06-01,0010320632,25369.5,5
2023-07-19,0010320632,11647.75,5
2023-08-17,0010320632,3159.0,5
2023-09-05,0010320632,31807.5,5
2023-09-07,0010320632,18689.25,5
2023-09-08,0010320632,-18689.25,5
2023-11-01,0010320632,3865.0,3
2023-11-21,0010320632,8881.5,4
2023-03-01,0010326797,37018.66,4
2023-03-06,0010326797,9336.03,1
2023-03-13,0010326797,9315.55,1
2023-04-20,0010326797,15025.08,2
2023-06-28,0010326797,40483.65,4
2023-06-29,0010326797,2065.51,1
2023-06-30,0010326797,37324.69,4
2023-07-11,0010326797,5409.03,1
2023-07-17,0010326797,688.5,1
2023-08-15,0010326797,918.0,1
2023-09-05,0010326797,8544.08,1
2023-09-20,0010326797,10425.05,2
2023-09-27,0010326797,29263.63,3
2023-09-28,0010326797,12946.57,2
2023-11-21,0010326797,39003.21,6
2023-12-04,0010326797,459.0,1
2024-02-29,0010326797,17573.1,3
2024-04-30,0010326797,14992.5,2
2024-05-06,0010326797,4338.0,1
2024-05-13,0010326797,890.0,1
2024-05-16,0010326797,14870.0,2
2024-06-03,0010326797,853.0,1
2024-06-05,0010326797,8530.0,1
2024-06-06,0010326797,7677.0,1
2024-06-11,0010326797,12860.0,1
2024-06-13,0010326797,712.0,1
2024-06-26,0010326797,14915.0,3
2024-06-27,0010326797,-2651.0,1
2024-07-03,0010326797,-1446.0,1
2024-07-22,0010326797,22170.0,4
2024-07-24,0010326797,4944.0,1
2024-08-29,0010326797,5064.0,1
2024-09-12,0010326797,22842.0,4
2024-09-19,0010326797,8949.0,3
2024-10-16,0010326797,20550.0,2
2024-10-24,0010326797,10490.5,2
2024-11-18,0010326797,8440.0,1
2024-11-25,0010326797,5784.0,1
2024-12-04,0010326797,5465.5,1
2023-01-30,0010332095,14752.5,2
2023-03-06,0010332095,45055.5,6
2023-04-18,0010332095,27195.0,1
2023-06-01,0010332095,1653.75,2
2023-06-05,0010332095,38448.0,5
2023-06-06,0010332095,0.0,2
2023-06-08,0010332095,0.0,2
2023-06-09,0010332095,1068.0,2
2023-08-15,0010332095,2733.0,1
2023-08-28,0010332095,2733.0,1
2023-09-05,0010332095,27366.0,2
2023-10-02,0010332095,10360.0,2
2023-11-07,0010332095,2590.0,1
2023-11-20,0010332095,19435.5,4
2023-11-27,0010332095,1354.5,1
2023-12-06,0010332095,2590.0,1
2024-01-09,0010332095,6500.0,2
2024-01-11,0010332095,6892.0,3
2024-01-16,0010332095,8931.0,2
2024-02-06,0010332095,25950.0,3
2024-02-27,0010332095,15585.0,2
2024-03-25,0010332095,4120.0,1
2024-04-09,0010332095,11805.0,2
2024-04-16,0010332095,1950.0,1
2024-04-30,0010332095,20800.0,3
2024-05-28,0010332095,23610.0,2
2024-06-25,0010332095,4120.0,1
2024-07-01,0010332095,11805.0,2
2024-07-09,0010332095,295.75,1
2024-07-22,0010332095,20800.0,3
2024-08-06,0010332095,1132.5,1
2024-08-19,0010332095,23610.0,2
2024-08-26,0010332095,6215.0,2
2024-09-16,0010332095,8995.0,2
2024-10-09,0010332095,16680.0,2
2024-11-05,0010332095,17141.0,5
2024-11-25,0010332095,3276.0,1
2024-12-04,0010332095,13865.0,3
2024-12-23,0010332095,4631.25,1
2023-01-02,0010366334,3243.75,12
2023-01-03,0010366334,2722.5,10
2023-01-04,0010366334,150.75,1
2023-01-05,0010366334,1078.5,1
2023-01-06,0010366334,543.75,2
2023-01-09,0010366334,7898.0,18
2023-01-10,0010366334,1735.25,4
2023-01-11,0010366334,359.5,1
2023-01-12,0010366334,1346.0,6
2023-01-13,0010366334,1646.5,6
2023-01-16,0010366334,3493.25,9
2023-01-17,0010366334,2330.75,9
2023-01-18,0010366334,539.25,1
2023-01-19,0010366334,234.0,1
2023-01-20,0010366334,539.25,2
2023-01-23,0010366334,3224.5,9
2023-01-24,0010366334,2357.0,9
2023-01-26,0010366334,1249.75,5
2023-01-27,0010366334,1325.5,7
2023-01-30,0010366334,4319.25,12
2023-01-31,0010366334,790.25,3
2023-02-01,0010366334,1156.75,3
2023-02-02,0010366334,3159.75,7
2023-02-03,0010366334,1306.25,2
2023-02-06,0010366334,4386.0,9
2023-02-07,0010366334,1526.25,6
2023-02-08,0010366334,1151.25,2
2023-02-09,0010366334,2189.5,7
2023-02-10,0010366334,1078.5,3
2023-02-13,0010366334,2959.0,8
2023-02-14,0010366334,2720.25,9
2023-02-15,0010366334,1165.75,4
2023-02-16,0010366334,539.25,2
2023-02-20,0010366334,1707.0,6
2023-02-21,0010366334,2799.25,7
2023-02-22,0010366334,2876.5,6
2023-02-23,0010366334,1289.0,4
2023-02-24,0010366334,583.0,3
2023-03-01,0010366334,1891.25,6
2023-03-02,0010366334,4212.0,13
2023-03-03,0010366334,430.75,2
2023-03-06,0010366334,3027.5,5
2023-03-07,0010366334,4086.25,10
2023-03-08,0010366334,687.25,2
2023-03-09,0010366334,504.25,2
2023-03-10,0010366334,194.25,1
2023-03-13,0010366334,4225.75,8
2023-03-14,0010366334,1441.75,4
2023-03-15,0010366334,2312.5,4
2023-03-16,0010366334,1817.0,7
2023-03-17,0010366334,398.5,1
2023-03-20,0010366334,2762.25,4
2023-03-21,0010366334,4626.5,10
2023-03-22,0010366334,874.5,3
2023-03-23,0010366334,2107.75,6
2023-03-24,0010366334,647.5,1
2023-03-27,0010366334,3318.0,7
2023-03-28,0010366334,744.5,3
2023-03-29,0010366334,323.75,1
2023-03-30,0010366334,823.25,3
2023-04-01,0010366334,323.75,1
2023-04-03,0010366334,5531.5,10
2023-04-04,0010366334,5957.5,15
2023-04-05,0010366334,2710.0,6
2023-04-06,0010366334,3872.25,6
2023-04-10,0010366334,2394.5,6
2023-04-11,0010366334,2878.0,9
2023-04-12,0010366334,1232.0,4
2023-04-13,0010366334,2802.5,6
2023-04-14,0010366334,701.0,3
2023-04-15,0010366334,505.5,1
2023-04-17,0010366334,4569.75,10
2023-04-18,0010366334,3007.0,8
2023-04-19,0010366334,3703.5,9
2023-04-20,0010366334,161.75,1
2023-04-21,0010366334,199.25,1
2023-04-24,0010366334,6104.25,14
2023-04-25,0010366334,1093.25,3
2023-04-27,0010366334,1607.25,6
2023-04-30,0010366334,750.0,3
2023-05-01,0010366334,3969.75,6
2023-05-02,0010366334,4526.25,7
2023-05-03,0010366334,1468.75,3
2023-05-04,0010366334,361.0,2
2023-05-08,0010366334,2591.0,5
2023-05-09,0010366334,3597.75,9
2023-05-10,0010366334,5316.25,8
2023-05-11,0010366334,522.75,2
2023-05-12,0010366334,523.0,2
2023-05-13,0010366334,194.25,1
2023-05-15,0010366334,3931.0,8
2023-05-16,0010366334,1468.25,5
2023-05-17,0010366334,749.75,4
2023-05-18,0010366334,1389.0,5
2023-05-19,0010366334,323.75,1
2023-05-22,0010366334,2833.75,4
2023-05-23,0010366334,2939.25,8
2023-05-24,0010366334,1694.75,7
2023-05-25,0010366334,161.75,1
2023-05-30,0010366334,1011.0,1
2023-05-31,0010366334,502.25,2
2023-06-01,0010366334,6828.5,17
2023-06-02,0010366334,1219.0,4
2023-06-03,0010366334,323.75,1
2023-06-05,0010366334,1232.75,2
2023-06-06,0010366334,4183.75,8
2023-06-07,0010366334,2178.5,8
2023-06-08,0010366334,7393.5,11
2023-06-09,0010366334,199.25,1
2023-06-12,0010366334,3644.25,5
2023-06-13,0010366334,2680.5,7
2023-06-14,0010366334,962.0,3
2023-06-15,0010366334,4221.5,6
2023-06-16,0010366334,447.25,2
2023-06-19,0010366334,3849.75,9
2023-06-20,0010366334,1896.75,7
2023-06-21,0010366334,252.75,1
2023-06-22,0010366334,768.75,3
2023-06-23,0010366334,1041.25,3
2023-06-26,0010366334,1282.5,2
2023-06-27,0010366334,1714.0,8
2023-06-28,0010366334,5171.0,8
2023-06-29,0010366334,161.75,1
2023-07-03,0010366334,1592.5,4
2023-07-04,0010366334,1459.75,3
2023-07-05,0010366334,3051.5,8
2023-07-06,0010366334,361.0,2
2023-07-07,0010366334,824.25,4
2023-07-10,0010366334,4372.75,9
2023-07-11,0010366334,2062.5,5
2023-07-12,0010366334,2187.0,7
2023-07-13,0010366334,1521.25,5
2023-07-14,0010366334,2232.0,9
2023-07-17,0010366334,4905.25,9
2023-07-18,0010366334,2277.75,6
2023-07-19,0010366334,17366.5,20
2023-07-20,0010366334,3851.5,11
2023-07-21,0010366334,2680.75,7
2023-07-24,0010366334,2670.0,8
2023-07-25,0010366334,194.25,1
2023-07-26,0010366334,761.5,2
2023-07-27,0010366334,1427.75,6
2023-08-01,0010366334,2930.25,7
2023-08-02,0010366334,194.5,1
2023-08-03,0010366334,1184.25,4
2023-08-05,0010366334,194.25,1
2023-08-07,0010366334,1889.25,5
2023-08-08,0010366334,1304.75,5
2023-08-09,0010366334,1591.75,6
2023-08-10,0010366334,194.5,1
2023-08-11,0010366334,388.5,1
2023-08-14,0010366334,356.0,2
2023-08-15,0010366334,1944.5,4
2023-08-16,0010366334,3582.75,5
2023-08-17,0010366334,4929.75,8
2023-08-18,0010366334,161.75,1
2023-08-19,0010366334,696.5,3
2023-08-21,0010366334,555.5,3
2023-08-22,0010366334,2995.75,7
2023-08-23,0010366334,960.25,5
2023-08-24,0010366334,356.25,2
2023-08-25,0010366334,944.25,4
2023-08-29,0010366334,1776.75,6
2023-08-30,0010366334,965.0,4
2023-08-31,0010366334,408.25,2
2023-09-01,0010366334,1876.75,7
2023-09-02,0010366334,1614.75,4
2023-09-05,0010366334,4020.5,7
2023-09-06,0010366334,2191.5,6
2023-09-07,0010366334,703.25,3
2023-09-08,0010366334,452.0,2
2023-09-11,0010366334,2898.25,6
2023-09-12,0010366334,2292.0,7
2023-09-13,0010366334,1877.0,6
2023-09-14,0010366334,1448.5,6
2023-09-15,0010366334,1987.25,6
2023-09-18,0010366334,4519.25,10
2023-09-19,0010366334,2923.5,7
2023-09-21,0010366334,712.5,2
2023-09-22,0010366334,2183.25,4
2023-09-23,0010366334,199.25,1
2023-09-25,0010366334,7937.25,10
2023-09-26,0010366334,2541.25,5
2023-09-28,0010366334,1645.25,7
2023-10-01,0010366334,252.75,1
2023-10-02,0010366334,2983.5,4
2023-10-03,0010366334,5491.5,15
2023-10-04,0010366334,199.25,1
2023-10-05,0010366334,663.25,2
2023-10-07,0010366334,1100.25,3
2023-10-09,0010366334,2688.75,4
2023-10-10,0010366334,1392.0,3
2023-10-11,0010366334,2628.5,5
2023-10-12,0010366334,1649.0,7
2023-10-13,0010366334,505.5,1
2023-10-16,0010366334,1670.5,2
2023-10-17,0010366334,6192.5,14
2023-10-18,0010366334,323.5,1
2023-10-19,0010366334,2131.0,8
2023-10-23,0010366334,582.75,2
2023-10-24,0010366334,4333.5,8
2023-10-25,0010366334,1201.75,4
2023-10-26,0010366334,1142.75,4
2023-10-27,0010366334,1515.0,2
2023-10-31,0010366334,2511.5,6
2023-11-01,0010366334,6921.0,17
2023-11-02,0010366334,717.25,3
2023-11-03,0010366334,1106.0,2
2023-11-06,0010366334,3654.25,9
2023-11-07,0010366334,2380.0,5
2023-11-08,0010366334,894.25,4
2023-11-09,0010366334,1106.0,6
2023-11-10,0010366334,971.0,2
2023-11-13,0010366334,2095.25,5
2023-11-14,0010366334,692.0,2
2023-11-15,0010366334,6145.5,10
2023-11-16,0010366334,2155.0,7
2023-11-19,0010366334,1111.5,2
2023-11-20,0010366334,1299.75,6
2023-11-21,0010366334,1803.0,6
2023-11-22,0010366334,684.75,3
2023-11-24,0010366334,472.0,1
2023-11-25,0010366334,2566.0,3
2023-11-27,0010366334,1189.25,5
2023-11-28,0010366334,1833.0,7
2023-11-29,0010366334,1496.0,4
2023-11-30,0010366334,7218.75,7
2023-12-01,0010366334,571.75,3
2023-12-04,0010366334,1705.5,4
2023-12-05,0010366334,4344.25,8
2023-12-06,0010366334,388.5,1
2023-12-07,0010366334,712.5,2
2023-12-10,0010366334,900.25,2
2023-12-11,0010366334,4630.75,12
2023-12-12,0010366334,2595.75,7
2023-12-13,0010366334,252.75,1
2023-12-14,0010366334,1262.25,2
2023-12-15,0010366334,826.0,3
2023-12-18,0010366334,4072.0,7
2023-12-19,0010366334,744.5,2
2023-12-20,0010366334,1321.25,5
2023-12-21,0010366334,948.75,5
2023-12-23,0010366334,704.75,2
2023-12-26,0010366334,2714.0,7
2023-12-27,0010366334,777.0,1
2023-12-28,0010366334,518.0,2
2024-01-02,0010366334,4376.25,12
2024-01-03,0010366334,323.75,1
2024-01-04,0010366334,1841.0,6
2024-01-05,0010366334,1569.0,4
2024-01-06,0010366334,1078.25,3
2024-01-08,0010366334,2526.75,6
2024-01-09,0010366334,4829.25,9
2024-01-11,0010366334,472.0,1
2024-01-12,0010366334,3574.5,5
2024-01-15,0010366334,3858.0,8
2024-01-16,0010366334,1940.25,7
2024-01-17,0010366334,647.5,1
2024-01-18,0010366334,1073.5,4
2024-01-19,0010366334,323.75,1
2024-01-22,0010366334,2105.5,6
2024-01-23,0010366334,4880.25,7
2024-01-24,0010366334,1306.5,3
2024-01-25,0010366334,2644.25,8
2024-01-29,0010366334,2344.0,7
2024-01-30,0010366334,1592.0,6
2024-02-01,0010366334,6710.0,16
2024-02-05,0010366334,1606.75,4
2024-02-06,0010366334,2929.5,8
2024-02-07,0010366334,1546.75,4
2024-02-08,0010366334,1885.25,5
2024-02-09,0010366334,999.5,4
2024-02-12,0010366334,5163.5,8
2024-02-13,0010366334,3736.25,9
2024-02-14,0010366334,194.25,1
2024-02-15,0010366334,1210.0,3
2024-02-19,0010366334,990.75,3
2024-02-20,0010366334,2612.0,8
2024-02-21,0010366334,1771.5,4
2024-02-22,0010366334,1819.5,8
2024-02-24,0010366334,754.5,2
