date,customer,sales,no_of_products
2023-01-02,0000008687,982.75,3
2023-01-03,0000008687,2753.0,9
2023-01-04,0000008687,1456.26,4
2023-01-05,0000008687,1147.25,4
2023-01-06,0000008687,552.75,1
2023-01-07,0000008687,417.5,1
2023-01-11,0000008687,2416.51,9
2023-01-13,0000008687,208.75,1
2023-01-16,0000008687,437.25,3
2023-01-17,0000008687,1672.0,6
2023-01-18,0000008687,882.25,3
2023-01-19,0000008687,615.5,2
2023-01-20,0000008687,1696.75,3
2023-01-23,0000008687,2604.0,9
2023-01-24,0000008687,1496.25,6
2023-01-26,0000008687,832.0,3
2023-01-30,0000008687,1841.75,6
2023-01-31,0000008687,2717.75,9
2023-02-01,0000008687,899.25,3
2023-02-03,0000008687,648.5,1
2023-02-06,0000008687,1721.25,5
2023-02-07,0000008687,4800.76,12
2023-02-08,0000008687,359.5,1
2023-02-09,0000008687,782.5,2
2023-02-10,0000008687,468.0,1
2023-02-13,0000008687,851.25,3
2023-02-14,0000008687,442.75,2
2023-02-15,0000008687,888.75,3
2023-02-16,0000008687,149.75,1
2023-02-17,0000008687,184.25,1
2023-02-20,0000008687,1802.0,5
2023-02-21,0000008687,3323.01,8
2023-02-23,0000008687,651.5,2
2023-02-24,0000008687,234.0,1
2023-02-27,0000008687,2071.0,5
2023-02-28,0000008687,1228.75,6
2023-03-01,0000008687,393.5,2
2023-03-02,0000008687,1111.0,5
2023-03-03,0000008687,395.5,1
2023-03-05,0000008687,77.7,1
2023-03-06,0000008687,1165.75,3
2023-03-07,0000008687,996.25,3
2023-03-12,0000008687,194.5,1
2023-03-13,0000008687,597.75,2
2023-03-14,0000008687,1284.75,4
2023-03-15,0000008687,227.75,1
2023-03-16,0000008687,194.5,1
2023-03-17,0000008687,199.25,1
2023-03-20,0000008687,-447.0,4
2023-03-21,0000008687,850.5,3
2023-03-22,0000008687,948.25,3
2023-03-24,0000008687,451.5,1
2023-03-27,0000008687,2010.5,5
2023-03-28,0000008687,1666.0,4
2023-03-29,0000008687,194.25,1
2023-03-30,0000008687,452.0,2
2023-03-31,0000008687,1920.25,5
2023-04-03,0000008687,478.5,2
2023-04-04,0000008687,425.0,2
2023-04-05,0000008687,1028.5,3
2023-04-10,0000008687,387.5,2
2023-04-11,0000008687,3084.5,8
2023-04-12,0000008687,684.25,2
2023-04-13,0000008687,1169.75,3
2023-04-17,0000008687,2209.0,7
2023-04-18,0000008687,2761.5,8
2023-04-21,0000008687,194.5,1
2023-04-23,0000008687,394.5,1
2023-04-24,0000008687,2163.75,6
2023-04-25,0000008687,2105.5,7
2023-04-26,0000008687,505.5,1
2023-04-27,0000008687,388.5,1
2023-04-30,0000008687,194.25,1
2023-05-01,0000008687,1815.0,7
2023-05-02,0000008687,2711.0,8
2023-05-08,0000008687,1391.25,7
2023-05-09,0000008687,1207.75,4
2023-05-10,0000008687,161.75,1
2023-05-11,0000008687,71.0,3
2023-05-15,0000008687,1367.75,5
2023-05-16,0000008687,1342.75,4
2023-05-17,0000008687,1710.25,7
2023-05-18,0000008687,447.0,4
2023-05-19,0000008687,505.5,1
2023-05-21,0000008687,161.75,1
2023-05-22,0000008687,1805.0,6
2023-05-23,0000008687,1032.25,10
2023-05-24,0000008687,361.0,2
2023-05-25,0000008687,1516.0,6
2023-05-26,0000008687,394.5,1
2023-05-29,0000008687,161.75,1
2023-05-30,0000008687,1822.25,7
2023-05-31,0000008687,389.0,1
2023-06-01,0000008687,387.5,2
2023-06-05,0000008687,1052.5,5
2023-06-06,0000008687,967.0,3
2023-06-07,0000008687,1385.0,4
2023-06-08,0000008687,560.25,2
2023-06-12,0000008687,1637.5,7
2023-06-13,0000008687,853.25,3
2023-06-14,0000008687,1343.0,5
2023-06-15,0000008687,398.5,1
2023-06-19,0000008687,1551.5,7
2023-06-20,0000008687,194.5,1
2023-06-21,0000008687,2122.75,5
2023-06-26,0000008687,640.25,3
2023-06-27,0000008687,199.25,1
2023-06-28,0000008687,389.0,1
2023-06-29,0000008687,3142.0,7
2024-01-04,0010000863,7770.0,1
2024-01-08,0010000863,-3885.0,1
2024-01-23,0010000863,1717.5,2
2024-02-01,0010000863,939.5,1
2024-02-13,0010000863,939.5,1
2024-02-21,0010000863,939.5,1
2024-03-06,0010000863,6612.0,1
2024-03-20,0010000863,206.0,1
2024-03-28,0010000863,1102.0,1
2024-04-05,0010000863,2222.5,2
2024-04-25,0010000863,3762.5,2
2024-05-22,0010000863,8787.0,5
2024-06-10,0010000863,1030.0,1
2024-07-08,0010000863,7912.0,4
2024-08-08,0010000863,5571.25,5
2024-08-13,0010000863,3753.0,4
2024-09-03,0010000863,2204.0,1
2024-09-12,0010000863,1122.5,2
2024-09-16,0010000863,4302.5,4
2024-10-01,0010000863,1795.0,2
2024-10-08,0010000863,2555.5,3
2024-10-09,0010000863,8770.0,6
2024-10-21,0010000863,3107.5,3
2024-10-30,0010000863,853.0,1
2024-11-05,0010000863,3159.0,1
2024-11-11,0010000863,2151.0,3
2024-11-21,0010000863,3124.0,3
2024-11-22,0010000863,5365.25,5
2024-12-05,0010000863,1227.0,2
2024-12-13,0010000863,6804.5,5
2024-12-18,0010000863,4158.0,1
2024-12-26,0010000863,58500.5,12
2024-12-27,0010000863,352.5,3
2024-12-30,0010000863,-352.5,2
2023-01-24,0010001418,1249.5,2
2023-02-06,0010001418,1249.5,2
2023-02-10,0010001418,1122.0,1
2023-02-15,0010001418,730.0,1
2023-02-21,0010001418,936.0,1
2023-03-03,0010001418,3001.5,2
2023-03-13,0010001418,1516.5,1
2023-03-20,0010001418,2865.0,3
2023-03-22,0010001418,1818.0,1
2023-03-30,0010001418,1516.5,1
2023-04-10,0010001418,1183.5,1
2023-04-17,0010001418,1953.0,1
2023-04-24,0010001418,1183.5,1
2023-04-26,0010001418,1011.0,1
2023-05-08,0010001418,1183.5,1
2023-05-10,0010001418,1818.0,1
2023-05-15,0010001418,1011.0,1
2023-05-24,0010001418,789.0,1
2023-05-30,0010001418,1011.0,1
2023-06-05,0010001418,1183.5,1
2023-06-07,0010001418,1195.5,1
2023-06-12,0010001418,1818.0,1
2023-06-19,0010001418,2700.0,2
2023-07-14,0010001418,2700.0,2
2023-08-07,0010001418,1183.5,1
2023-08-14,0010001418,1011.0,1
2023-08-16,0010001418,1212.0,1
2023-08-21,0010001418,1183.5,1
2023-08-28,0010001418,1011.0,1
2023-09-05,0010001418,323.5,1
2023-09-07,0010001418,1195.5,1
2023-09-11,0010001418,3001.5,2
2023-09-18,0010001418,485.25,1
2023-09-25,0010001418,1516.5,1
2023-10-02,0010001418,2001.0,3
2023-10-18,0010001418,789.0,1
2023-10-23,0010001418,1011.0,1
2023-10-27,0010001418,797.0,1
2023-10-30,0010001418,789.0,1
2023-10-31,0010001418,1212.0,1
2024-02-29,0010003195,1888.0,1
2024-03-21,0010003195,2501.25,1
2024-04-24,0010003195,5079.0,2
2024-05-08,0010003195,2132.5,1
2024-05-15,0010003195,16247.75,3
2024-05-29,0010003195,2001.0,1
2024-06-26,0010003195,11999.0,4
2024-07-18,0010003195,4593.9,3
2024-07-31,0010003195,8439.25,3
2024-08-12,0010003195,3092.25,1
2024-08-15,0010003195,3116.25,1
2024-08-26,0010003195,6397.5,1
2024-09-04,0010003195,1000.5,1
2024-09-25,0010003195,10432.5,4
2024-10-23,0010003195,2184.95,3
2024-10-30,0010003195,9894.0,3
2024-11-25,0010003195,13510.5,4
2023-01-04,0010006709,556.0,1
2023-01-08,0010006709,2288.75,4
2023-01-11,0010006709,433.0,1
2023-01-15,0010006709,890.0,2
2023-01-17,0010006709,867.0,1
2023-01-18,0010006709,1225.0,2
2023-01-20,0010006709,476.75,1
2023-01-23,0010006709,613.0,2
2023-01-27,0010006709,890.0,2
2023-02-01,0010006709,890.0,2
2023-02-03,0010006709,754.75,2
2023-02-06,0010006709,1644.75,3
2023-02-08,0010006709,278.0,1
2023-02-09,0010006709,278.0,1
2023-02-10,0010006709,557.0,1
2023-02-13,0010006709,890.0,2
2023-02-15,0010006709,556.0,1
2023-02-17,0010006709,1032.75,2
2023-02-19,0010006709,1032.75,2
2023-02-22,0010006709,1780.0,3
2023-02-23,0010006709,1985.25,3
2023-02-27,0010006709,1292.0,2
2023-03-01,0010006709,1347.25,3
2023-03-06,0010006709,2442.0,3
2023-03-08,0010006709,1583.25,3
2023-03-13,0010006709,1709.25,2
2023-03-15,0010006709,1379.25,4
2023-03-16,0010006709,2391.0,1
2023-03-17,0010006709,1138.0,2
2023-03-24,0010006709,1553.75,4
2023-03-27,0010006709,3586.5,1
2023-03-29,0010006709,2248.75,3
2023-04-06,0010006709,994.5,2
2023-04-10,0010006709,800.25,2
2023-04-12,0010006709,858.5,3
2023-04-13,0010006709,709.25,2
2023-04-17,0010006709,1716.5,3
2023-04-19,0010006709,1161.25,3
2023-04-21,0010006709,1294.25,3
2023-04-24,0010006709,1393.0,3
2023-04-26,0010006709,2447.0,6
2023-04-28,0010006709,1004.5,2
2023-05-01,0010006709,2133.0,5
2023-05-05,0010006709,759.5,2
2023-05-10,0010006709,1703.25,3
2023-05-15,0010006709,2406.25,5
2023-05-16,0010006709,5878.0,4
2023-05-26,0010006709,1684.5,4
2023-05-30,0010006709,1246.75,3
2023-06-02,0010006709,2404.75,4
2023-06-05,0010006709,1185.5,2
2023-06-08,0010006709,1164.25,3
2023-06-09,0010006709,1243.0,3
2023-06-14,0010006709,1464.25,3
2023-06-16,0010006709,1593.75,4
2023-06-19,0010006709,1398.0,3
2023-06-21,0010006709,2486.0,3
2023-06-23,0010006709,1496.25,3
2023-06-26,0010006709,2895.0,4
2023-06-29,0010006709,1371.75,4
2023-06-30,0010006709,3249.0,2
2023-07-07,0010006709,515.0,1
2023-07-10,0010006709,1302.5,3
2023-07-12,0010006709,1701.0,3
2023-07-17,0010006709,2073.0,5
2023-07-19,0010006709,895.75,3
2023-07-21,0010006709,787.0,2
2023-07-27,0010006709,2190.0,3
2023-07-28,0010006709,2369.75,5
2023-07-30,0010006709,515.0,1
2023-08-02,0010006709,5415.0,1
2023-08-03,0010006709,1898.5,4
2023-08-07,0010006709,2484.5,5
2023-08-20,0010006709,1112.75,2
2023-08-24,0010006709,1592.25,3
2023-08-28,0010006709,1380.0,3
2023-08-31,0010006709,1985.75,3
2023-09-01,0010006709,1791.5,3
2023-09-07,0010006709,1078.75,3
2023-09-11,0010006709,1490.0,3
2023-09-21,0010006709,1600.25,5
2023-09-28,0010006709,1273.0,4
2023-10-02,0010006709,597.75,1
2023-10-04,0010006709,515.0,1
2023-10-11,0010006709,986.25,2
2023-10-13,0010006709,1488.5,3
2023-10-16,0010006709,1791.5,3
2023-10-18,0010006709,1588.75,5
2023-10-23,0010006709,2180.0,3
2023-10-25,0010006709,592.75,2
2023-10-30,0010006709,597.75,1
2023-11-02,0010006709,948.75,3
2023-11-08,0010006709,2306.5,4
2023-11-16,0010006709,592.75,2
2023-11-17,0010006709,194.5,1
2023-11-20,0010006709,1164.25,4
2023-11-22,0010006709,1398.0,3
2023-11-27,0010006709,515.0,1
2023-11-30,0010006709,1289.25,3
2023-12-07,0010006709,19652.25,6
2023-12-26,0010006709,2283.75,3
2024-01-03,0010006709,515.0,1
2024-01-08,0010006709,515.0,1
2024-01-11,0010006709,194.5,1
2024-01-18,0010006709,1049.0,2
2024-01-22,0010006709,1195.5,1
2024-02-01,0010006709,797.0,1
2024-02-09,0010006709,398.5,1
2024-02-12,0010006709,797.0,1
2024-02-14,0010006709,1312.0,2
2024-02-16,0010006709,593.0,2
2024-02-26,0010006709,1700.5,3
2024-02-29,0010006709,2513.5,4
2024-03-25,0010006709,1081.0,2
2024-03-27,0010006709,809.2,2
2024-04-01,0010006709,2305.7,4
2024-04-03,0010006709,415.5,1
2024-04-04,0010006709,3342.9,4
2024-04-08,0010006709,3758.4,4
2024-04-10,0010006709,206.0,1
2024-04-18,0010006709,2033.9,3
2024-04-19,0010006709,426.5,1
2024-04-22,0010006709,2896.15,4
2024-04-25,0010006709,2475.05,4
2024-04-29,0010006709,2361.15,4
2024-05-02,0010006709,1709.75,3
2024-05-08,0010006709,765.4,1
2024-05-13,0010006709,1879.2,4
2024-05-15,0010006709,1452.7,3
2024-05-20,0010006709,2721.2,4
2024-05-23,0010006709,1496.5,3
2024-05-28,0010006709,3015.65,4
2024-05-31,0010006709,2244.75,3
2024-06-03,0010006709,2298.45,5
2024-06-06,0010006709,765.4,1
2024-06-10,0010006709,1437.95,3
2024-06-13,0010006709,1923.0,3
2024-06-17,0010006709,2688.4,4
2024-06-19,0010006709,24613.25,4
2024-06-26,0010006709,206.0,1
2024-06-28,0010006709,1180.9,5
2024-07-15,0010006709,562.0,2
2024-07-19,0010006709,856.25,2
2024-07-25,0010006709,500.25,1
2024-07-26,0010006709,1170.5,2
2024-07-29,0010006709,2881.48,4
2024-08-05,0010006709,865.87,1
2024-08-09,0010006709,976.12,2
2024-08-13,0010006709,59862.45,7
2024-09-25,0010006709,209.1,1
2024-10-31,0010006709,716.87,2
2024-11-15,0010006709,554.22,1
2024-11-27,0010006709,554.21,1
2024-12-02,0010006709,36916.15,7
2023-01-13,0010008388,1043.75,1
2023-02-21,0010008388,5421.0,4
2023-03-16,0010008388,779.0,1
2023-04-04,0010008388,1768.5,2
2023-04-10,0010008388,672.5,1
2023-04-19,0010008388,3634.75,3
2023-05-13,0010008388,3231.0,3
2023-06-02,0010008388,1659.0,1
2023-06-05,0010008388,672.5,1
2023-06-08,0010008388,0.0,2
2023-06-22,0010008388,4315.5,3
2023-07-10,0010008388,3327.0,2
2023-08-29,0010008388,3956.75,3
2023-09-23,0010008388,903.0,1
2023-10-04,0010008388,1128.75,1
2023-10-09,0010008388,1179.0,1
2023-11-01,0010008388,361.0,1
2023-11-03,0010008388,3278.0,3
2023-12-12,0010008388,1302.0,1
2023-12-20,0010008388,672.5,1
2024-01-10,0010008388,3283.5,3
2024-02-09,0010008388,829.5,1
2024-02-29,0010008388,5375.0,5
2024-03-27,0010008388,719.5,1
2024-04-03,0010008388,3496.5,3
2024-05-07,0010008388,3223.5,2
2024-05-22,0010008388,719.5,1
2024-06-14,0010008388,1261.5,2
2024-06-18,0010008388,0.0,2
2024-06-25,0010008388,1774.5,1
2024-07-19,0010008388,719.5,1
2024-07-23,0010008388,719.5,1
2024-07-25,0010008388,-719.5,1
2024-08-03,0010008388,2913.5,2
2024-09-03,0010008388,5649.0,3
2024-10-13,0010008388,4457.0,4
2024-11-06,0010008388,1051.25,1
2024-11-25,0010008388,2750.75,2
2023-01-03,0010008492,6624.0,2
2023-01-12,0010008492,12557.0,3
2023-01-17,0010008492,736.0,1
2023-01-31,0010008492,2340.0,3
2023-02-07,0010008492,1638.0,2
2023-02-14,0010008492,6152.0,4
2023-02-21,0010008492,8658.0,5
2023-02-28,0010008492,5183.0,6
2023-03-01,0010008492,67250.0,1
2023-03-02,0010008492,2527.5,1
2023-03-07,0010008492,32460.25,3
2023-03-14,0010008492,15110.25,10
2023-03-20,0010008492,280096.5,3
2023-03-31,0010008492,257362.5,6
2023-04-11,0010008492,996.25,1
2023-04-25,0010008492,-218.25,2
2023-05-09,0010008492,194.5,1
2023-05-23,0010008492,2039.75,3
2023-05-30,0010008492,2017.5,2
2023-06-05,0010008492,80700.0,1
2023-06-08,0010008492,194.5,1
2023-06-27,0010008492,407692.5,6
2023-08-01,0010008492,777.0,1
2023-08-08,0010008492,2169.75,1
2023-08-15,0010008492,5669.0,4
2023-08-17,0010008492,789.0,1
2023-08-22,0010008492,2564.25,1
2023-08-28,0010008492,4443.75,4
2023-09-26,0010008492,551790.0,7
2023-09-29,0010008492,9705.0,1
2023-12-29,0010008492,41465.0,3
2024-01-11,0010008492,1972.5,1
2024-01-16,0010008492,797.0,1
2024-01-17,0010008492,14054.75,2
2024-01-19,0010008492,16044.5,4
2024-01-23,0010008492,1697.0,4
2024-01-26,0010008492,24950.25,4
2024-01-30,0010008492,12812.25,10
2024-02-02,0010008492,14697.75,4
2024-02-06,0010008492,21560.75,15
2024-02-09,0010008492,5220.5,4
2024-02-13,0010008492,37230.25,22
2024-02-20,0010008492,25613.75,18
2024-02-21,0010008492,3538.5,2
2024-02-22,0010008492,3501.0,7
2024-02-27,0010008492,35473.5,26
2024-03-05,0010008492,42237.4,34
2024-03-06,0010008492,-3116.25,4
2024-03-11,0010008492,1068.0,1
2024-03-12,0010008492,31397.75,25
2024-03-19,0010008492,53738.65,37
2024-03-20,0010008492,984.0,3
2024-03-22,0010008492,2721.0,4
2024-03-26,0010008492,37837.25,28
2024-04-02,0010008492,42577.1,36
2024-04-09,0010008492,46091.6,27
2024-04-12,0010008492,-795.85,3
2024-04-16,0010008492,47838.2,28
2024-04-23,0010008492,40986.45,26
2024-04-30,0010008492,29892.2,27
2024-05-07,0010008492,46051.75,31
2024-05-14,0010008492,31730.65,28
2024-05-17,0010008492,8422.15,7
2024-05-21,0010008492,14950.95,31
2024-05-22,0010008492,1102.0,1
2024-05-28,0010008492,36529.0,31
2024-06-04,0010008492,37751.25,37
2024-06-11,0010008492,38850.9,34
2024-06-18,0010008492,47162.1,33
2024-06-19,0010008492,1377.5,1
2024-06-25,0010008492,44036.3,36
2024-06-27,0010008492,197988.75,4
2024-07-02,0010008492,1424.0,5
2024-07-09,0010008492,1958.0,5
2024-07-26,0010008492,4094.0,1
2024-07-29,0010008492,260981.25,1
2024-07-30,0010008492,1602.0,4
2024-07-31,0010008492,178.0,1
2024-08-06,0010008492,12336.75,10
2024-08-07,0010008492,2204.75,3
2024-08-13,0010008492,14651.0,12
2024-08-14,0010008492,1266.0,1
2024-08-20,0010008492,39516.35,40
2024-08-26,0010008492,-2292.0,2
2024-08-27,0010008492,23179.9,31
2024-09-03,0010008492,49037.3,34
2024-09-10,0010008492,30930.6,30
2024-09-17,0010008492,39405.95,40
2024-09-24,0010008492,23401.7,30
2024-09-25,0010008492,393850.0,3
2024-10-01,0010008492,5059.65,11
2024-10-03,0010008492,1517.45,2
2024-10-07,0010008492,3598.2,4
2024-10-08,0010008492,6858.95,14
2024-10-11,0010008492,933.7,2
2024-10-15,0010008492,14532.35,19
2024-10-22,0010008492,10137.85,16
2024-10-29,0010008492,7363.65,16
2024-10-31,0010008492,191.35,1
2024-11-05,0010008492,11037.15,15
2024-11-12,0010008492,12504.7,15
2024-11-13,0010008492,574.05,1
2024-11-19,0010008492,8080.7,18
2024-11-26,0010008492,6528.2,15
2024-12-03,0010008492,13389.75,19
2024-12-10,0010008492,6966.15,13
2024-12-17,0010008492,10211.0,20
2024-12-26,0010008492,12811.85,21
2024-12-31,0010008492,4029.7,9
2024-02-05,0010008998,9030.05,1
2024-02-20,0010008998,24920.12,3
2024-02-26,0010008998,3235.01,1
2024-03-07,0010008998,21620.0,2
2024-03-12,0010008998,10379.5,2
2024-03-19,0010008998,12395.0,2
2024-03-27,0010008998,3560.0,1
2024-04-01,0010008998,4265.0,1
2024-04-08,0010008998,24991.0,4
2024-04-15,0010008998,5401.0,2
2024-04-17,0010008998,4986.0,1
2024-04-23,0010008998,16636.0,3
2024-04-29,0010008998,18045.0,3
2024-05-07,0010008998,2136.0,1
2024-05-14,0010008998,8530.0,1
2024-05-30,0010008998,41525.0,7
2024-06-03,0010008998,26416.0,3
2024-06-11,0010008998,15086.0,4
2024-06-13,0010008998,2848.0,1
2024-06-17,0010008998,12362.0,3
2024-06-20,0010008998,26180.0,1
2024-06-24,0010008998,8530.0,1
2024-06-27,0010008998,9490.25,1
2024-07-02,0010008998,2848.0,1
2024-07-08,0010008998,44653.0,6
2024-07-15,0010008998,11157.0,3
2024-07-26,0010008998,-9490.25,1
2024-07-29,0010008998,1439.0,1
2024-08-05,0010008998,12672.0,2
2024-08-12,0010008998,10860.0,3
2024-08-19,0010008998,22352.0,5
2024-08-20,0010008998,7854.0,1
2024-08-26,0010008998,2848.0,1
2024-09-05,0010008998,0.0,2
2024-09-17,0010008998,15473.5,4
2024-09-24,0010008998,24596.0,5
2024-10-01,0010008998,5118.0,1
2024-10-07,0010008998,10930.0,3
2024-10-14,0010008998,7590.0,2
2024-10-22,0010008998,5914.0,2
2024-10-28,0010008998,9864.0,2
2024-11-04,0010008998,5386.0,2
2024-11-11,0010008998,16805.0,3
2024-11-25,0010008998,1424.0,1
2024-11-29,0010008998,0.0,2
2024-12-02,0010008998,18601.0,5
2024-12-16,0010008998,1424.0,1
2024-12-19,0010008998,18490.5,4
2024-12-20,0010008998,6180.0,1
2024-12-31,0010008998,2136.0,1
2024-01-16,0010010786,252.75,1
2024-02-15,0010010786,647.0,1
2024-02-21,0010010786,2527.75,2
2024-03-11,0010010786,824.0,1
2024-03-13,0010010786,3272.5,1
2024-03-14,0010010786,1272.5,2
2024-03-20,0010010786,4265.0,1
2024-03-21,0010010786,2021.0,2
2024-03-27,0010010786,2097.5,1
2024-03-29,0010010786,2096.25,2
2024-04-04,0010010786,2810.0,2
2024-04-17,0010010786,2133.0,2
2024-04-24,0010010786,1706.0,1
2024-05-01,0010010786,2389.0,3
2024-05-03,0010010786,1309.0,1
2024-05-08,0010010786,3768.75,3
2024-05-15,0010010786,2162.0,2
2024-05-23,0010010786,2389.0,3
2024-05-28,0010010786,1920.0,2
2024-05-30,0010010786,853.0,1
2024-06-05,0010010786,1636.25,1
2024-06-06,0010010786,3727.0,3
2024-06-13,0010010786,1309.0,1
2024-06-19,0010010786,4015.5,3
2024-06-28,0010010786,3925.0,3
2024-07-02,0010010786,1448.5,2
2024-07-08,0010010786,346.5,1
2024-07-09,0010010786,-346.5,1
2024-07-10,0010010786,7840.0,4
2024-07-11,0010010786,3618.75,4
2024-07-16,0010010786,1030.0,1
2024-07-17,0010010786,853.0,1
2024-07-25,0010010786,1706.0,1
2024-07-31,0010010786,3768.75,2
2024-08-01,0010010786,2530.0,2
2024-08-08,0010010786,1780.0,1
2024-08-12,0010010786,1068.0,1
2024-08-15,0010010786,2739.75,3
2024-08-21,0010010786,1030.0,1
2024-08-23,0010010786,4843.5,3
2024-08-28,0010010786,1636.25,1
2024-08-29,0010010786,1066.25,1
2024-09-03,0010010786,1485.75,2
2024-09-12,0010010786,2320.75,3
2024-09-18,0010010786,1956.25,2
2024-09-19,0010010786,1956.25,2
2024-09-20,0010010786,1636.25,1
2024-09-23,0010010786,654.5,1
2024-09-26,0010010786,3315.25,4
2024-10-03,0010010786,2845.0,3
2024-10-08,0010010786,3162.5,2
2024-10-17,0010010786,2956.5,2
2024-10-18,0010010786,4581.5,2
2024-10-23,0010010786,3666.75,3
2024-10-28,0010010786,712.0,1
2024-10-29,0010010786,824.0,1
2024-10-30,0010010786,3089.0,2
2024-10-31,0010010786,3927.0,3
2024-11-07,0010010786,2062.0,2
2024-11-14,0010010786,712.0,1
2024-11-20,0010010786,1759.25,2
2024-11-21,0010010786,1565.0,2
2024-11-25,0010010786,853.0,1
2024-11-26,0010010786,412.0,1
2024-12-05,0010010786,1892.5,2
2024-12-19,0010010786,6042.0,8
2024-12-23,0010010786,1706.0,1
2024-12-26,0010010786,2968.75,3
2024-12-30,0010010786,853.0,1
2023-05-31,0010011396,597.75,1
2023-06-29,0010011396,398.5,1
2023-12-14,0010011396,797.0,1
2023-12-28,0010011396,797.0,1
2023-01-24,0010011663,1122.0,1
2023-01-30,0010011663,3930.75,1
2023-02-01,0010011663,424.5,1
2023-02-07,0010011663,1841.0,2
2023-02-22,0010011663,2075.5,2
2023-03-01,0010011663,13450.0,1
2023-03-06,0010011663,1375.5,1
2023-03-08,0010011663,2983.5,2
2023-03-20,0010011663,970.5,1
2023-03-22,0010011663,1195.5,1
2023-03-27,0010011663,29587.5,6
2023-03-31,0010011663,8219.75,4
2023-04-11,0010011663,972.5,2
2023-05-02,0010011663,1575.0,2
2023-05-22,0010011663,2615.0,2
2023-05-30,0010011663,930.5,2
2023-06-05,0010011663,1516.5,1
2023-06-12,0010011663,4801.5,3
2023-06-22,0010011663,39775.5,10
2023-06-27,0010011663,4558.5,7
2023-07-18,0010011663,515.0,1
2023-08-07,0010011663,797.0,1
2023-08-08,0010011663,1727.0,2
2023-08-14,0010011663,909.0,1
2023-08-30,0010011663,994.5,2
2023-09-07,0010011663,38967.25,11
2023-09-12,0010011663,1167.0,1
2023-09-15,0010011663,3088.5,2
2023-09-21,0010011663,4428.0,3
2023-10-17,0010011663,1292.0,2
2023-10-24,0010011663,797.0,1
2023-10-31,0010011663,1212.0,1
2023-11-05,0010011663,777.0,1
2023-11-09,0010011663,1212.0,1
2023-11-15,0010011663,54082.5,10
2023-11-17,0010011663,2461.0,3
2023-11-28,0010011663,1068.0,1
2023-11-29,0010011663,11233.5,6
2023-12-08,0010011663,606.0,1
2024-01-26,0010011663,485.25,1
2024-02-13,0010011663,2293.0,2
2024-02-27,0010011663,647.0,1
2024-02-28,0010011663,1212.0,1
2024-03-12,0010011663,1636.25,1
2024-03-18,0010011663,2236.5,2
2024-03-25,0010011663,3024.25,2
2024-03-26,0010011663,1068.0,1
2024-04-01,0010011663,6004.5,2
2024-04-02,0010011663,824.0,1
2024-04-09,0010011663,500.25,1
2024-04-15,0010011663,6829.25,3
2024-04-23,0010011663,1038.75,1
2024-04-29,0010011663,8241.75,4
2024-05-03,0010011663,1309.0,1
2024-05-08,0010011663,981.75,2
2024-05-13,0010011663,9290.25,3
2024-05-14,0010011663,500.25,1
2024-05-20,0010011663,1653.0,1
2024-05-22,0010011663,2852.0,3
2024-05-29,0010011663,4666.0,2
2024-06-03,0010011663,3324.0,1
2024-06-06,0010011663,1309.0,1
2024-06-13,0010011663,12146.0,7
2024-06-18,0010011663,1309.0,1
2024-06-20,0010011663,22728.75,5
2024-06-26,0010011663,178.0,1
2024-06-27,0010011663,8040.75,6
2024-07-02,0010011663,8040.75,6
2024-07-08,0010011663,-6260.75,7
2024-07-15,0010011663,1279.5,1
2024-07-22,0010011663,5468.0,3
2024-07-29,0010011663,13588.5,3
2024-07-30,0010011663,377.5,1
2024-08-05,0010011663,2958.5,2
2024-08-13,0010011663,356.0,1
2024-08-19,0010011663,6216.0,4
2024-08-20,0010011663,6354.25,3
2024-08-21,0010011663,3060.5,2
2024-08-27,0010011663,563.75,2
2024-09-03,0010011663,9813.0,5
2024-09-09,0010011663,5317.5,2
2024-09-10,0010011663,415.5,1
2024-09-18,0010011663,1075.5,2
2024-09-24,0010011663,5420.0,5
2024-09-27,0010011663,3367.5,2
2024-09-30,0010011663,1520.5,2
2024-10-07,0010011663,11844.25,4
2024-10-08,0010011663,1052.5,2
2024-10-15,0010011663,3306.0,1
2024-10-16,0010011663,1112.0,2
2024-10-21,0010011663,8500.75,3
2024-10-23,0010011663,4282.0,5
2024-10-25,0010011663,1030.0,1
2024-10-28,0010011663,3453.75,2
2024-10-31,0010011663,1543.0,2
2024-11-04,0010011663,1602.0,1
2024-11-11,0010011663,241.0,1
2024-11-12,0010011663,824.0,1
2024-11-18,0010011663,8150.25,4
2024-11-21,0010011663,1795.0,2
2024-11-26,0010011663,1963.5,1
2024-12-02,0010011663,8185.0,3
2024-12-05,0010011663,1365.0,2
2024-12-09,0010011663,29423.75,9
2024-12-12,0010011663,426.5,1
2024-12-19,0010011663,546.0,1
2023-01-05,0010012882,3336.0,1
2023-01-17,0010012882,164.75,1
2023-01-25,0010012882,3530.75,2
2023-02-01,0010012882,1252.5,1
2023-02-08,0010012882,164.75,1
2023-02-15,0010012882,1698.0,1
2023-02-22,0010012882,164.75,1
2023-02-24,0010012882,1252.5,1
2023-03-01,0010012882,458.5,1
2023-03-06,0010012882,0.0,2
2023-03-07,0010012882,3636.0,1
2023-03-10,0010012882,178.0,1
2023-03-20,0010012882,2709.0,1
2023-03-22,0010012882,178.0,1
2023-03-28,0010012882,505.5,1
2023-04-03,0010012882,3606.0,1
